,date_id,country_id,income_per_person
1389,8,39,499
1390,8,40,586
1391,8,41,776
1392,8,42,835
1393,8,43,1150
1394,8,44,956
1395,8,45,854
1396,8,46,1920
1397,8,47,2040
1398,8,48,769
1399,8,49,664
1400,8,50,668
1401,8,51,530
1402,8,52,1600
1403,8,53,975
1404,8,54,359
1405,8,55,533
1406,8,56,945
1407,8,57,490
1408,8,58,523
1409,8,59,786
1410,8,60,1270
1411,8,61,1850
1412,8,62,391
1413,8,63,816
1414,8,64,543
1415,8,65,2100
1416,8,66,699
1417,8,67,1420
1418,8,68,960
1419,8,69,858
1420,8,70,451
1421,8,71,567
1422,8,72,1220
1423,8,73,634
1424,8,74,675
1425,8,75,1250
1426,8,76,927
1427,8,77,837
1428,8,78,963
1429,8,79,1530
1430,8,80,3840
1431,8,81,1530
1432,8,82,880
1433,8,83,3020
1434,8,84,1360
1435,8,85,1020
1436,8,86,1130
1437,8,87,1150
1438,8,88,872
1439,8,89,554
1440,8,90,1130
1441,8,91,509
1442,8,92,865
1443,8,93,757
1444,8,94,2160
1445,8,95,353
1446,8,96,798
1447,8,97,1050
1448,8,98,1280
1449,8,99,1450
1450,8,100,573
1451,8,101,350
1452,8,102,1120
1453,8,103,843
1454,8,104,603
1455,8,105,782
1456,8,106,541
1457,8,107,528
1458,8,108,941
1459,8,109,1400
1460,8,110,520
1461,8,111,622
1462,8,112,1970
1463,8,113,593
1464,8,114,1060
1465,8,115,715
1466,8,116,392
1467,8,117,594
1468,8,118,541
1469,8,119,554
1470,8,120,621
1471,8,121,3330
1472,8,122,659
1473,8,123,974
1474,8,124,447
1475,8,125,862
1476,8,126,248
1477,8,127,691
1478,8,128,2560
1479,8,129,916
1480,8,130,1020
1481,8,131,840
1482,8,132,675
1483,8,133,848
1484,8,134,547
1485,8,135,836
1486,8,136,1110
1487,8,137,1090
1488,8,138,929
1489,8,139,1780
1490,8,140,1130
1491,8,141,377
1492,8,142,1440
1493,8,143,435
1494,8,144,1400
1495,8,145,1420
1496,8,146,861
1497,8,147,2380
1498,8,148,498
1499,8,149,1360
1500,8,150,814
1501,8,151,735
1502,8,152,1020
1503,8,153,1430
1504,8,154,1410
1505,8,155,363
